ciclo,desc_ai,desc_capitulo,desc_concepto,desc_ff,desc_funcion,desc_gpo_funcional,desc_modalidad,desc_partida_especifica,desc_partida_generica,desc_pp,desc_ramo,desc_subfuncion,desc_tipogasto,desc_ur,entidad_federativa,gpo_funcional,id_ai,id_capitulo,id_clave_cartera,id_concepto,id_entidad_federativa,id_ff,id_funcion,id_modalidad,id_partida_especifica,id_partida_generica,id_pp,id_ramo,id_subfuncion,id_tipogasto,id_ur,monto_adefas,monto_aprobado,monto_devengado,monto_ejercicio,monto_ejercido,monto_modificado,monto_pagado
2017,Regulación eficiente del sector energético,,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios administrativos",Recursos fiscales,Combustibles y Energía,Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",,,Conducción de la política energética,Energía,Otros Combustibles,Gasto corriente,Dirección General de Planeación e Información Energéticas,Ciudad de México,3,4,,00000000000,26103,9,1,3,P,,,1,18,4,1,210,0.00,6877.00,6202.62,6202.62,,6202.62,6202.62
2017,Préstamos hipotecarios y FOVISSSTE,,Herramientas menores,Ingresos Propios,Protección Social,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Gastos Administrativos por Operación de Fondos y Seguros,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Apoyo Social para la Vivienda,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Ciudad de México,2,13,,00000000000,29101,9,4,6,M,,,2,51,6,1,GYN,0.00,47250.00,6685.00,6685.00,,6685.00,6685.00
2017,"Carreteras eficientes, seguras y suficientes",,Pasajes aéreos nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de Inversión,,,Proyectos de construcción de carreteras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Tabasco,Tabasco,3,3,,06096470005,37104,27,1,5,K,,,3,9,1,3,647,16870.36,111400.00,98747.74,98747.74,,98747.74,81877.38
2017,Producción y Protección Forestal,,Productos alimenticios para el personal derivado de actividades extraordinarias,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Prestación de Servicios Públicos,,,Protección Forestal,Medio Ambiente y Recursos Naturales,Silvicultura,Gasto corriente,Comisión Nacional Forestal,Tamaulipas,3,4,,00000000000,22106,28,1,2,E,,,14,16,2,1,RHQ,0.00,16200.00,23800.00,23800.00,,23800.00,23800.00
2017,Función pública y buen gobierno,,Cuotas para el seguro de separación individualizado,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Gobernación,Función Pública,Gasto corriente,Servicio de Protección Federal,Ciudad de México,1,1,,00000000000,14404,9,1,3,O,,,1,4,4,1,O00,0.00,286640.00,1312780.91,1312780.91,,1312780.91,1312780.91
2017,Vínculos políticos con el exterior que benefician los intereses nacionales,,Aportaciones al FOVISSSTE,Recursos fiscales,Relaciones Exteriores,Gobierno,"Planeación, seguimiento y evaluación de políticas públicas",,,"Diseño, conducción y ejecución de la política exterior",Relaciones Exteriores,Relaciones Exteriores,Gasto corriente,Dirección General para África y Medio Oriente,Ciudad de México,1,4,,00000000000,14201,9,1,4,P,,,2,5,1,1,413,0.00,104201.00,125991.54,125991.54,,125991.54,125991.54
2017,Sistema Nacional de Información Estadística y Geográfica,,Pasajes terrestres nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,Ingresos Propios,Otros Servicios Generales,Gobierno,"Planeación, seguimiento y evaluación de políticas públicas",,,Producción y difusión de información estadística y geográfica,Información Nacional Estadística y Geográfica,Servicios Estadísticos,Gasto corriente,Instituto Nacional de Estadística y Geografía,Chiapas,1,1,,00000000000,37204,7,4,8,P,,,2,40,2,1,100,0.00,0.00,4056.00,4056.00,,4056.00,4056.00
2017,"Micro, pequeñas y medianas empresas productivas y competitivas",,Estímulos al personal operativo,Recursos fiscales,"Asuntos Económicos, Comerciales y Laborales en General",Desarrollo Económico,Prestación de Servicios Públicos,,,Atención de trámites y promoción de los programas de la Secretaría en las entidades federativas,Economía,Asuntos Económicos y Comerciales en General,Gasto corriente,Delegación Federal en el Estado de Baja California,Baja California,3,3,,00000000000,17102,2,1,1,E,,,9,10,1,1,154,0.00,11450.00,11346.53,11346.53,,11346.53,11346.53
2017,Soberanía y seguridad nacionales en las zonas marinas mexicanas,,Cuotas para el seguro colectivo de retiro,Recursos fiscales,Seguridad Nacional,Gobierno,Funciones de las Fuerzas Armadas,,,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales,Marina,Marina,Gasto corriente,"Fuerzas, Regiones, Zonas y Sectores Navales",Yucatán,1,3,,00000000000,14405,31,1,6,A,,,1,13,2,1,115,0.00,2231555.00,0.00,0.00,,0.00,0.00
2017,Pago de Pensiones y Jubilaciones a la población derechohabiente del ISSSTE,,Sueldos base,Ingresos Propios,Protección Social,Desarrollo Social,Pensiones y jubilaciones,,,Pensiones y Jubilaciones,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Edad Avanzada,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Querétaro,2,9,,00000000000,11301,22,4,6,J,,,26,51,2,1,GYN,0.00,167330.00,0.00,0.00,,0.00,0.00
2017,"Democracia preservada y fortalecida mediante la organización de elecciones nacionales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",,Otros materiales y artículos de construcción y reparación,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Específicos,,,Actualización del padrón electoral y expedición de la credencial para votar,Instituto Nacional Electoral,Organización de Procesos Electorales,Gasto corriente,Juntas Distritales Ejecutivas,Zacatecas,1,1,,00000000000,24901,32,1,3,R,,,5,22,6,1,300,0.00,0.00,2897.02,2897.02,,2897.02,2897.02
2017,Cobertura de la atención médica preventiva,,Aportaciones al Sistema de Ahorro para el Retiro,Recursos fiscales,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Atención a la Salud,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Campeche,2,3,,00000000000,14301,4,1,3,E,,,44,51,2,1,GYN,0.00,64317.00,0.00,0.00,,0.00,0.00
2017,"Oportunidad en la atención curativa, quirúrgica, hospitalaria y de rehabilitación",,Mantenimiento y conservación de inmuebles para la prestación de servicios públicos,Ingresos Propios,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Atención a la Salud,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto Mexicano del Seguro Social,Guerrero,2,4,,00000000000,35102,12,4,3,E,,,11,50,2,1,GYR,0.00,30942297.00,41154244.00,41186636.00,,26820208.00,41186636.00
2017,Instrumentación de la política Laboral,,Arrendamiento de maquinaria y equipo,Recursos fiscales,"Asuntos Económicos, Comerciales y Laborales en General",Desarrollo Económico,"Planeación, seguimiento y evaluación de políticas públicas",,,Instrumentación de la política laboral,Trabajo y Previsión Social,Asuntos Laborales Generales,Gasto corriente,Subsecretaría del Trabajo,Ciudad de México,3,5,,00000000000,32601,9,1,1,P,,,1,14,2,1,200,191362.52,69485.00,276720.69,276720.69,,276720.69,85358.17
2017,"Carreteras eficientes, seguras y suficientes",,Servicio postal,Recursos fiscales,Transporte,Desarrollo Económico,Regulación y supervisión,,,"Supervisión, regulación, inspección, verificación y servicios administrativos de construcción y conservación de carreteras",Comunicaciones y Transportes,Transporte por Carretera,Gasto corriente,Centro SCT Oaxaca,Oaxaca,3,3,,00000000000,31801,20,1,5,G,,,3,9,1,1,640,0.00,3607.00,0.00,0.00,,0.00,0.00
2017,Servicios de apoyo administrativo,,Aportaciones al seguro de cesantía en edad avanzada y vejez,Recursos fiscales,Transporte,Desarrollo Económico,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Comunicaciones y Transportes,Otros Relacionados con Transporte,Gasto corriente,Centro SCT México,Estado de México,3,2,,00000000000,14105,15,1,5,M,,,1,9,6,1,635,0.00,411623.00,0.00,0.00,,0.00,0.00
2017,Servicios de apoyo administrativo,,"Servicios de lavandería, limpieza e higiene",Ingresos Propios,Protección Social,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Michoacán,2,2,,00000000000,35801,16,4,6,M,,,1,51,9,1,GYN,0.00,2197555.00,2088716.00,1300330.00,,1300330.00,1300330.00
2017,Servicios de apoyo administrativo,,Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos,Recursos fiscales,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Salud,Rectoría del Sistema de Salud,Gasto corriente,Dirección General de Relaciones Internacionales,Ciudad de México,2,2,,00000000000,35101,9,1,3,M,,,1,12,4,1,172,0.00,4912.00,0.00,0.00,,0.00,0.00
2017,Gestión corporativa a las empresas productivas subsidiarias de PEMEX,,Primas de vacaciones y dominical,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de Servicios Públicos,,,Prestación de servicios corporativos,Petróleos Mexicanos,Petróleo y Gas Natural (Hidrocarburos),Gasto corriente,Pemex Consolidado,Jalisco,3,234,,00000000000,13201,14,4,3,E,,,15,52,2,1,TYY,0.00,0.00,581249.00,581249.00,,581249.00,581249.00
2017,Servicio de Migración y política migratoria,,"Servicios de lavandería, limpieza e higiene",Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Prestación de Servicios Públicos,,,Política y servicios migratorios,Gobernación,Población,Gasto corriente,Instituto Nacional de Migración,Yucatán,1,11,,00000000000,35801,31,1,3,E,,,8,4,7,1,K00,0.00,0.00,477647.04,477647.04,,477647.04,477647.04
2017,Ordenación y regularización de la propiedad rural y urbana,,Asignaciones adicionales al sueldo,Recursos fiscales,Vivienda y Servicios a la Comunidad,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Política de Desarrollo Urbano y Ordenamiento del Territorio,"Desarrollo Agrario, Territorial y Urbano",Urbanización,Gasto corriente,Dirección General de Organización Social y Vivienda Rural,Ciudad de México,2,10,,00000000000,15403,9,1,2,P,,,5,15,1,1,312,0.00,33900.00,43200.70,43200.70,,43200.70,43200.70
2017,Servicios de incorporación y recaudación,,Artículos metálicos para la construcción,Ingresos Propios,Salud,Desarrollo Social,Prestación de Servicios Públicos,,,Recaudación de ingresos obrero patronales,Instituto Mexicano del Seguro Social,Generación de Recursos para la Salud,Gasto corriente,Instituto Mexicano del Seguro Social,Yucatán,2,5,,00000000000,24701,31,4,3,E,,,6,50,3,1,GYR,0.00,0.00,91.00,91.00,,91.00,91.00
2017,"Producción de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones.",,Mantenimiento y conservación de maquinaria y equipo,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Provisión de Bienes Públicos,,,"Producción de petróleo, gas, petrolíferos y petroquímicos",Petróleos Mexicanos,Petróleo y Gas Natural (Hidrocarburos),Gasto corriente,Pemex Consolidado,Ciudad de México,3,226,,00000000000,35701,9,4,3,B,,,1,52,2,1,TYY,0.00,0.00,115748.00,465639.00,,465639.00,465639.00
2017,Elevar el ingreso de los productores y el empleo rural,,Subsidios a la producción,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Sujetos a Reglas de Operación,,,Programa de Apoyos a Pequeños Productores,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",Agropecuaria,Gasto corriente,Dirección General de Desarrollo de Capacidades y Extensionismo Rural,Puebla,3,6,,00000000000,43101,21,1,2,S,,,266,8,1,1,413,0.00,0.00,20425000.00,20425000.00,,20425000.00,20425000.00
2017,Reforma financiera consolidada con acceso universal a los servicios de salud a la persona,,Subsidios a Entidades Federativas y Municipios,Recursos fiscales,Salud,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,"Salud materna, sexual y reproductiva",Salud,Protección Social en Salud,Gasto corriente,Centro Nacional de Equidad de Género y Salud Reproductiva,No Distribuible Geográficamente,2,22,,00000000000,43801,34,1,3,P,,,20,12,5,1,L00,0.00,72855837.00,0.00,0.00,,0.00,0.00
2017,Ordenación y regularización de la propiedad rural y urbana,,Materiales y útiles de oficina,Recursos fiscales,Vivienda y Servicios a la Comunidad,Desarrollo Social,"Planeación, seguimiento y evaluación de políticas públicas",,,Política de Desarrollo Urbano y Ordenamiento del Territorio,"Desarrollo Agrario, Territorial y Urbano",Urbanización,Gasto corriente,Delegación Estatal en Coahuila,Coahuila,2,10,,00000000000,21101,5,1,2,P,,,5,15,1,1,125,0.00,8885.00,20974.74,20974.74,,20974.74,20974.74
2017,Servicios de apoyo administrativo,,Cuotas para el seguro de separación individualizado,Recursos fiscales,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Salud,Rectoría del Sistema de Salud,Gasto corriente,Dirección General de Calidad y Educación en Salud,Ciudad de México,2,2,,00000000000,14404,9,1,3,M,,,1,12,4,1,610,0.00,87935.00,1692944.54,1692944.54,,1692944.54,1692944.54
2017,Servicios de apoyo administrativo,,Depósitos para el ahorro solidario,Recursos fiscales,Transporte,Desarrollo Económico,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Comunicaciones y Transportes,Otros Relacionados con Transporte,Gasto corriente,Dirección General de Recursos Humanos,Ciudad de México,3,2,,00000000000,14302,9,1,5,M,,,1,9,6,1,711,0.00,306565.00,0.00,0.00,,0.00,0.00
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Servicio de telefonía celular,Recursos fiscales,Protección Ambiental,Desarrollo Social,Regulación y supervisión,,,Gestión integral y sustentable del agua,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Aguascalientes,2,3,,00000000000,31501,1,1,1,G,,,10,16,2,1,B00,0.00,27856.00,26313.99,26313.99,,26313.99,26313.99
2017,Política de ingresos equitativa y promotora de la competitividad,,Pasajes terrestres internacionales para servidores públicos en el desempeño de comisiones y funciones oficiales,Recursos fiscales,Asuntos Financieros y Hacendarios,Gobierno,"Planeación, seguimiento y evaluación de políticas públicas",,,Diseño de la política de ingresos,Hacienda y Crédito Público,Asuntos Hacendarios,Gasto corriente,Unidad de Ingresos sobre Hidrocarburos,Ciudad de México,1,3,,00000000000,37206,9,1,5,P,,,1,6,2,1,314,0.00,4500.00,0.00,0.00,,0.00,0.00
2017,Prestaciones sociales y culturales,,Compensación garantizada,Ingresos Propios,Protección Social,Desarrollo Social,Prestación de Servicios Públicos,,,Prestaciones Sociales,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Otros de Seguridad Social y Asistencia Social,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Hidalgo,2,11,,00000000000,15402,13,4,6,E,,,45,51,9,1,GYN,0.00,0.00,49607.00,49607.00,,49607.00,49607.00
2017,Producción y Protección Forestal,,Servicios integrales,Recursos fiscales,"Agropecuaria, Silvicultura, Pesca y Caza",Desarrollo Económico,Prestación de Servicios Públicos,,,Protección Forestal,Medio Ambiente y Recursos Naturales,Silvicultura,Gasto corriente,Comisión Nacional Forestal,Guerrero,3,4,,00000000000,33903,12,1,2,E,,,14,16,2,1,RHQ,0.00,0.00,712411.83,712411.83,,712411.83,712411.83
2017,Servicios de apoyo administrativo,,Otros materiales y artículos de construcción y reparación,Recursos fiscales,Educación,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Educación Pública,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,Dirección General del Sistema de Administración de la Nómina Educativa Federalizada,Ciudad de México,2,2,,00000000000,24901,9,1,5,M,,,1,11,6,1,715,0.00,0.00,14569.60,14569.60,,14569.60,14569.60
2017,Gestión integral de servicios,,Refacciones y accesorios menores de maquinaria y otros equipos,Recursos fiscales,Educación,Desarrollo Social,Regulación y supervisión,,,Normar los servicios educativos,Educación Pública,Otros Servicios Educativos y Actividades Inherentes,Gasto corriente,"Dirección General de Acreditación, Incorporación y Revalidación",Ciudad de México,2,11,,00000000000,29801,9,1,5,G,,,1,11,6,1,211,0.00,51840.00,0.00,0.00,,0.00,0.00
2017,Apoyo a la función pública y buen gobierno,,Cuotas para el fondo de ahorro del personal civil,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Función Pública,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Tabasco,1,1,,00000000000,15101,27,1,3,O,,,1,51,4,1,GYN,0.00,25953.00,0.00,0.00,,0.00,0.00
2017,Función pública y buen gobierno,,Aportaciones al ISSSTE,Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,Actividades de apoyo a la función pública y buen gobierno,Consejo Nacional de Ciencia y Tecnología,Función Pública,Gasto corriente,"Instituto Nacional de Astrofísica, Óptica y Electrónica",Puebla,1,1,,00000000000,14101,21,1,3,O,,,1,38,4,1,91U,0.00,36640.00,36640.00,36640.00,,36640.00,36640.00
2017,Servicios de apoyo administrativo,,Cuotas para el seguro de separación individualizado,Recursos fiscales,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Medio Ambiente y Recursos Naturales,Investigación Científica,Gasto corriente,Instituto Nacional de Ecología y Cambio Climático,Ciudad de México,3,2,,00000000000,14404,9,1,8,M,,,1,16,1,1,RJJ,0.00,735437.00,674151.00,674151.00,,674151.00,674151.00
2017,Investigación en Salud pertinente y de Excelencia Académica,,Asignaciones adicionales al sueldo,Recursos fiscales,"Ciencia, Tecnología e Innovación",Desarrollo Económico,Prestación de Servicios Públicos,,,Investigación y Desarrollo Tecnológico en Salud,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Investigación Científica,Gasto corriente,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Aguascalientes,3,24,,00000000000,15403,1,1,8,E,,,15,51,1,1,GYN,0.00,13086.00,11430.00,11430.00,,11430.00,11430.00
2017,Impartición de Justicia en materia agraria,,"Materiales, accesorios y suministros médicos",Recursos fiscales,Justicia,Gobierno,Prestación de Servicios Públicos,,,Resolución de juicios agrarios dotatorios de tierras y los recursos de revisión,Tribunales Agrarios,Impartición de Justicia,Gasto corriente,Tribunal Superior Agrario,Ciudad de México,1,3,,00000000000,25401,9,1,2,E,,,2,31,1,1,100,0.00,50000.00,13327.67,13327.67,,13327.67,13327.67
2017,Distribución y Comercialización de Energía Eléctrica,,Aguinaldo o gratificación de fin de año,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de Servicios Públicos,,,Operación y mantenimiento de los procesos de distribución y de comercialización de energía eléctrica,Comisión Federal de Electricidad,Electricidad,Gasto corriente,CFE Consolidado,Guanajuato,3,3,,00000000000,13202,11,4,3,E,,,570,53,5,1,TVV,0.00,48205837.00,62705688.00,55402358.00,,55402358.00,55402358.00
2017,Fomento y promoción de la cultura,,Cuotas para el seguro colectivo de retiro,Recursos fiscales,"Recreación, Cultura y Otras Manifestaciones Sociales",Desarrollo Social,Prestación de Servicios Públicos,,,Desarrollo Cultural,Cultura,Cultura,Gasto corriente,Instituto Nacional de Estudios Históricos de las Revoluciones de México,Ciudad de México,2,8,,00000000000,14405,9,1,4,E,,,11,48,2,1,J00,0.00,59407.00,28699.89,28699.89,,28699.89,28699.89
2017,Mejora de la gestión pública,,"Patentes, derechos de autor, regalías y otros",Recursos fiscales,Coordinación de la Política de Gobierno,Gobierno,Apoyo a la función pública y al mejoramiento de la gestión,,,"Regulación de los procesos, trámites y servicios de la Administración Pública Federal",Función Pública,Función Pública,Gasto corriente,Unidad de Evaluación de la Gestión y el Desempeño Gubernamental,Ciudad de México,1,5,,00000000000,32701,9,1,3,O,,,5,27,4,1,416,0.00,1700000.00,0.00,0.00,,0.00,0.00
2017,"Carreteras eficientes, seguras y suficientes",,Viáticos nacionales para servidores públicos en el desempeño de funciones oficiales,Recursos fiscales,Transporte,Desarrollo Económico,Proyectos de Inversión,,,Proyectos de construcción de carreteras,Comunicaciones y Transportes,Transporte por Carretera,Gasto de obra pública,Centro SCT Jalisco,Jalisco,3,3,,11096340005,37504,14,1,5,K,,,3,9,1,3,634,0.00,392600.00,24296.10,24296.10,,24296.10,24296.10
2017,Entorno ecológico,,Compensación garantizada,Ingresos Propios,Combustibles y Energía,Desarrollo Económico,Prestación de Servicios Públicos,,,Operación y mantenimiento de la infraestructura en ecología,Petróleos Mexicanos,Petróleo y Gas Natural (Hidrocarburos),Gasto corriente,Pemex Consolidado,Morelos,3,230,,00000000000,15402,17,4,3,E,,,12,52,2,1,TYY,0.00,171735.00,80055.00,80055.00,,80055.00,80055.00
2017,Manejo eficiente y sustentable del agua y prevención de inundaciones,,Prendas de protección personal,Recursos fiscales,Protección Ambiental,Desarrollo Social,Prestación de Servicios Públicos,,,Sistemas Meteorológicos e Hidrológicos,Medio Ambiente y Recursos Naturales,Administración del Agua,Gasto corriente,Comisión Nacional del Agua,Puebla,2,3,,00000000000,27201,21,1,1,E,,,6,16,2,1,B00,0.00,3492.00,5717.06,5717.06,,5717.06,5717.06
2017,Servicios de apoyo administrativo,,Seguros de bienes patrimoniales,Ingresos Propios,Salud,Desarrollo Social,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,,,Actividades de apoyo administrativo,Instituto Mexicano del Seguro Social,Prestación de Servicios de Salud a la Persona,Gasto corriente,Instituto Mexicano del Seguro Social,Guerrero,2,2,,00000000000,34501,12,4,3,M,,,1,50,2,1,GYR,0.00,116067284.00,98230199.00,98230199.00,,98230199.00,98230199.00
