APF,IMSS,Instituto Mexicano del Seguro Social,019GYR106,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No. 4 #019GYR106,ROMULO PEREZ GARCIA,1277738,TRABAJOS DE INSTALACION DE RED INTERNA DE APROVECHAMIENTO Y CONVERSIONES DE EQUI,02. Licitación Pública LOPSRM,LO-019GYR106-E2-2017,2017-03-10,2017-02-16 23:08,2017-03-03 09:00,Nacional,Servicios Relacionados con la OP,Licitación Pública,Mixta,1451642,"TRABAJOS DE  FABRICACION  Y COLOCACION DE BARANDAL DE AZOTEA EN 7 PISO Y CAMBIO DE TUBERIAS  DE AGUAS NEGRAS EN 6, 5, 4, 3 Y  2 PISO",2017-03-29,2017-09-24,2481960.88,MXN,Expirado,No,0,,,,2017-03-29,,,0,0,,Pequeña,,SERVICIOS CAINDI S.A. DE C.V.,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1073349
APF,IMSS,Instituto Mexicano del Seguro Social,019GYR062,IMSS-Departamento de Construcción y Planeación Inmobiliaria #019GYR062,Samuel Trujillo Schiaffino,1391655,LO-019GYR062-E5-2017 OBRA CIVIL E INSTALACIONES DELEG. CHIHUAHUA  ,02. Licitación Pública LOPSRM,LO-019GYR062-E5-2017,2017-07-18,2017-06-27 10:27,2017-07-12 09:00,Nacional,Obra Pública,Licitación Pública,Electrónica,1559939,C7M0450 LO-019GYR062-E5-2017 OBRA CIVIL E INSTALACIONES DELEG. CHIHUAHUA. ZONA CHIIHUAHUA 5,2017-07-26,2017-12-01,502362.03,MXN,Expirado,No,0,,,,2017-07-25,,,0,0,,Pequeña,,GRUPO INVOLTO SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1189231
APF,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,019GYN075,ISSSTE-Oficina de Adquisiciones Chiapas #019GYN075,Hugo Alberto González Estrada,1494782,ADQUISICION DE MATERIAL DE LIMPIEZA,05. Adjudicación Directa LAASSP,AA-019GYN075-E110-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1580925,ADQUISICION DE MATERIAL DE LIMPIEZA,2017-08-15,2017-08-20,43991.45,MXN,Expirado,No,0,,,,,,,0,0,,Pequeña,,COMERCIALIZADORA DE SERVICIOS Y SUMINISTROS EN GENERAL SA DE CV,Mediana,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1274327
APF,SEMAR,Secretaría de Marina,013000999,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,Ángel Landín Mercado,1455985,"PED 13-1563/17 REQ.2908 EDOM0108OR MANTO, Y CONSERV. DE EQUIPO.",05. Adjudicación Directa LAASSP,AA-013000999-E1887-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Mixta,1537672,"PED 13-1563/17 REQ.2908 EDOM0108OR MANTO, Y CONSERV. DE EQUIPO. ",2017-07-26,2017-07-31,154915.1,MXN,Expirado,No,0,,,,,,,0,0,,Pequeña,,OLDSERVICE SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1237086
APF,CFE,Comisión Federal de Electricidad,018TOQ731,CFE-Distribución #018TOQ731,Roberto Vidal León,1437084,AO-018TOQ731-E5300-2017 ADJ-DTA-OP-038-17 PLI-04040; RECALIBRACIÓN DE CIRCUTIO  ,06. Adjudicación Directa LOPSRM,AO-018TOQ731-E5300-2017,,2017-07-27 21:22,2017-08-09 08:00,Nacional,Obra Pública,Adjudicación Directa Federal,Electrónica,1560530,ADJ-DTA-OP-038-17 PLI-04040; RECALIBRACIÓN DE CIRCUTIO EN 3F-3H A 266 AAC; REDUCCION DE PÉRDIDAS TECNICAS EN AL ZONA VERACRUZ ,2017-08-23,2017-11-20,420093.77,MXN,Expirado,No,0,,,,2017-08-22,,,0,0,,No MIPYME,54152,ABRAHAM TRIGUEROS MONTERO,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1219372
APF,TVMETRO,Televisión Metropolitana S.A. de C.V.,048MHL001,TVMETRO-Dirección de Administración #048MHL001,María Alejandra Ayala Arroyo,1446656,13 episodios Musica Maestro,05. Adjudicación Directa LAASSP,AA-048MHL001-E153-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1524145,Realización de 13 episodios de la serie Música Maestro,2017-07-17,2017-11-17,3690700,MXN,Expirado,No,1,,,,,,,0,0,,Micro,,CELULOIDE FILMS SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1228541
APF,DICONSA,"Diconsa, S.A. de C.V.",020VSS998,DICONSA-Dirección de Comercialización #020VSS998,Irma Olga Arredondo  Murillo,1494047,SHAMPOO Y ACONDICIONADORES,05. Adjudicación Directa LAASSP,AA-020VSS998-E19322-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1580185,SHAMPOO Y ACONDICIONADORES,2017-09-08,2017-09-18,33945.15,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,"SUMMA COMPANY, S.A. DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1273598
APF,DICONSA,"Diconsa, S.A. de C.V.",020VSS998,DICONSA-Dirección de Comercialización #020VSS998,Irma Olga Arredondo  Murillo,1295298,SAL MOLIDA Y REFINADA                   ,05. Adjudicación Directa LAASSP,AA-020VSS998-E543-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1353749,SAL MOLIDA Y REFINADA,2017-01-13,2017-01-23,135936,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,"SALES DEL ISTMO,S.A.DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1088746
GE,QROO,_Gobierno del Estado de Quintana Roo,923039994,QROO-Instituto de Infraestructura Física Educativa del Estado de Quintana Roo-Dirección de Planeación #923039994,Carlos Daniel Vazquez Castillo,1215887,CONV.013 FED (174) MEJORAMIENTO EN EL PREESCOLAR GENERAL ESTEFANIA CASTAÑEDA,02. Licitación Pública LOPSRM,LO-923039994-E183-2016,2016-12-19,2016-11-29 09:04,2016-12-14 13:00,Nacional,Obra Pública,Licitación Pública,Electrónica,1299952,CONV.013 FED (174) MEJORAMIENTO EN EL PREESCOLAR GENERAL ESTEFANIA CASTAÑEDA,2017-01-02,2017-02-15,734580.94,MXN,Expirado,Si,0,,,,2016-12-23,,,0,0,,No MIPYME,,PROYECCION DE LA INGENIERIA EN LA CONSTRUCCION SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1017342
APF,IMSS,Instituto Mexicano del Seguro Social,019GYR006,IMSS-Departamento de Adquisicion de Bienes y Contratacion de Servicios Deleg Puebla #019GYR006,Sergio Martínez Cedillo,1438926,AA-019GYR006-E352-2017 MAT DE CURACIÓN Y LABORATORIO,05. Adjudicación Directa LAASSP,AA-019GYR006-E352-2017,,2017-07-28 13:34,2017-08-02 09:30,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1537527,CONTRATO/PEDIDO,2017-08-10,2017-08-19,43892.4,MXN,Expirado,No,0,,,,2017-08-10,,,0,0,,No MIPYME,426,DENTILAB SA DE CV,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1221692
APF,FOMMUR,Fideicomiso del Fondo de Microfinanciamiento a Mujeres Rurales,010ZZ1999,FOMMUR-Secretaría Técnica #010ZZ1999,Martha Laura Rivera Callejas,1332105,Servicio en la Nube de 2 Servidores para el FINAFIM,05. Adjudicación Directa LAASSP,AA-010ZZ1999-E25-2017,,,2017-03-31 12:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,1392468,SERVICIO EN LA NUBE DE 2 SERVIDORES PARA EL FINAFIM,2017-04-01,2017-12-31,118000,MXN,Expirado,No,0,,,,,,,0,0,,Micro,,SISTEMAS TOTALES DE COMPUTO,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1117730
APF,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,019GYN007,ISSSTE-Jefatura de Servicios de Adquisición de Medicamentos #019GYN007,José de Jesús Rosete González,1317481,"Licitación Pública Nacional Electrónica No. LA-019GYN007-E19-2017, Medicamentos",01. Licitación Pública LAASSP,LA-019GYN007-E19-2017,2017-04-21,2017-03-30 19:44,2017-04-18 10:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,1422001,Contrato Med. (170208 ME DIMESA) LA-019GYN007-E19-2017,2017-04-22,2017-12-31,13539618.14,MXN,Expirado,No,0,,,,2017-04-21,,,0,0,,No MIPYME,654,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1104569
APF,IMTA,Instituto Mexicano de Tecnología del Agua,016RJE002,IMTA-Departamento de Adquisiciones #016RJE002,Juan Manuel Barajas Piedra,1381014,MATERIAL DE FERRETERÍA Y TLAPALERÍA,01. Licitación Pública LAASSP,LA-016RJE002-E42-2017,2017-06-26,2017-06-02 17:25,2017-06-19 09:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,1490327,MATERIAL DE FERRETERÍA Y TLAPALERÍA,2017-06-27,2017-07-27,44010.74,MXN,Expirado,No,0,,,,,,,0,0,,Micro,,ABASTECEDORA Y DISTRIBUIDORA DEL SURESTE GARCIA HNOS SA DE CV,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1165369
APF,IMSS,Instituto Mexicano del Seguro Social,019GYR067,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #019GYR067,Isaac Gómez Torres,1458673,ADJ. DE FORMULAS LACTEAS ( AGOSTO),05. Adjudicación Directa LAASSP,AA-019GYR067-E200-2017,,2017-08-16 11:42,2017-08-18 12:00,Internacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1545340,ADJ. DE FORMULAS LACTEAS ( AGOSTO),2017-08-21,2017-08-30,68540,MXN,Expirado,No,0,,,,2017-08-22,,,0,0,,No MIPYME,3708,Marcas Nestle,No MIPYME,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1239674
APF,CENACE,Centro Nacional de Control de Energía,018TOM993,CENACE-Gerencia de Control Regional Peninsular #018TOM993,Julia Inés Sánchez Ramírez,1528887,ADN-600032517-2017 MANTTO SISTEMA DE ILUMINACIÓN SUBESTACIÓN DE LA GCRP,05. Adjudicación Directa LAASSP,AA-018TOM993-E12-2017,,2017-10-27 11:31,2017-11-06 12:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1645245,ADN-600032517-2017 MANTTO SISTEMA DE ILUMINACIÓN SUBESTACIÓN DE LA GCRP,2017-11-11,2017-12-10,127300,MXN,Expirado,No,0,,,,2017-11-16,,,0,0,,Micro,75188,TEELS SA DE CV,Mediana,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1306665
APF,CFE,Comisión Federal de Electricidad,018TOQ730,CFE-Suministrador de Servicios Básicos #018TOQ730,Ernesto de Jesús Flores Román,1430705,Contratación de Servicio de Combustible Magna para CFE SSB Zona Hermosillo ,05. Adjudicación Directa LAASSP,AA-018TOQ730-E413-2017,,2017-07-20 20:50,2017-07-27 09:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1519299,Contratación de Servicio de Combustible Magna para CFE SSB Zona Hermosillo ,2017-07-29,2017-12-31,220521,MXN,Terminado,No,0,,,,,,,0,0,,Micro,,GRUPO GASOLINERO ALVER SA DE CV,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1213189
APF,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,009J0U021,CAPUFE-Subdelegación Administrativa en Monterrey #009J0U021,Jorge Enrique Aguirre Tejedo,1270390,LA-009J0U021-E1-2017 Servicio de Vigilancia,01. Licitación Pública LAASSP,LA-009J0U021-E1-2017,2017-02-27,2017-02-14 16:58,2017-02-24 09:30,Nacional,Servicios,Licitación Pública,Mixta,1350050,LA-009J0U021-E1-2017 Servicio de Vigilancia,2017-03-01,2017-12-31,2890500,MXN,Expirado,No,1,,,,,,,0,0,,Pequeña,,JOSE DAVID GALVAN GONZALEZ,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1069376
APF,CMM,Casa de Moneda de México,006G2T002,CMM-CASA DE MONEDA DE MÉXICO #006G2T002,Ricardo Jose Daniel Marcelino Ruiz Freyre,1422793,Refacciones y accesorios menores de maquinaria y otros equipos,05. Adjudicación Directa LAASSP,AA-006G2T002-E380-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1497324,Refacciones y accesorios menores de maquinaria y otros equipos,2017-06-05,2017-06-15,111564.6,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,BADO DE LA TORRE JOSEFINA,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1205498
APF,COFAA,Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional,011L6H001,COFAA-Dirección de Adquisiciones #011L6H001,Rafael Javier Lobera Becerra,1305467,IA 011L6H001-E8-2017 “INSUMOS PARA LA CARRERA IPNONCE K 2017”,03. Invitación a Cuando Menos Tres Personas LAASSP,IA-011L6H001-E8-2017,2017-03-24,2017-03-15 17:08,2017-03-22 10:30,Internacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Presencial,1376676,1-1018-17,2017-04-07,2017-05-02,3600,MXN,Expirado,No,0,,,,,,,0,0,,Micro,,"BERZERK, S.A. DE C.V.",,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1094131
APF,SCT,Secretaría de Comunicaciones y Transportes,009000998,SCT-Centro SCT Campeche #009000998,EDUARDO RAMON BUENFIL BERZUNZA,1259176,CONSERVACION E30 2017,02. Licitación Pública LOPSRM,LO-009000998-E30-2017,2017-02-24,2017-01-30 23:54,2017-02-13 09:00,Nacional,Obra Pública,Licitación Pública,Presencial,1386519,"“CONSERVACIÓN PERIÓDICA MEDIANTE TRABAJOS DE BACHEO Y RIEGO DE SELLO, DEL KM 121+500 AL KM 143+900 (META=22.40 KM), TRAMO: BOLONCHÉN - LÍM. DE EDOS. CAM./YUC., CARRETERA: CAMPECHE - UMAN, EN EL ESTADO DE CAMPECHE.”",2017-04-17,2017-09-13,10385088.51,MXN,Expirado,Si,0,,,,,,,0,0,,Mediana,19228,CORPORATIVO CONSTRUCTOR POTONCHAN,Pequeña,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1059532
APF,SESNSP,Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública,004W00001,SESNSP-Dirección General de Administración #004W00001,Selene Margarita Alvaradejo Montes,1465796,SERVICIO DE ENCUESTA TELEFÓNICA SOBRE EL CONOCIMIENTO DE LA POBLACIÓN EN LA CONS,03. Invitación a Cuando Menos Tres Personas LAASSP,IA-004W00001-E116-2017,2017-09-08,2017-08-25 12:32,2017-09-05 23:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,1574349,"SERVICIO DE ENCUESTA TELEFÓNICA SOBRE EL CONOCIMIENTO DE LA POBLACIÓN EN LA CONSOLIDACIÓN DEL NUEVO SISTEMA DE JUSTICIA PENAL EN NUESTRO PAÍS, PREVIA Y POSTERIOR A LA REALIZACIÓN DE LA CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA “UN SISTEMA DE JUSTICIA PENAL",2017-09-11,2017-12-15,859200,MXN,Expirado,No,0,,,,2017-09-11,,,0,0,,Pequeña,,Grupo de Asesores Unidos S.C.,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1247916
APF,DICONSA,"Diconsa, S.A. de C.V.",020VSS998,DICONSA-Dirección de Comercialización #020VSS998,Irma Olga Arredondo  Murillo,1367446,AGUA PURIFICADA MENOR DE 10 LITROS,05. Adjudicación Directa LAASSP,AA-020VSS998-E9559-2017,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1433371,AGUA PURIFICADA MENOR DE 10 LITROS,2017-04-25,2017-05-05,32838.94,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,SUMMA COMPANY SA DE CV,Mediana,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1152061
APF,FONATUR Mantenimiento,"FONATUR Mantenimiento Turístico, S.A. de C.V.",021W3S002,FONATUR Mantenimiento-Gerencia Central #021W3S002,Fernando Marines Copado,1294135,SERVICIO MECANICO MAYOR A CAMIONETA PARA SEN 410.14,05. Adjudicación Directa LAASSP,AA-021W3S002-E166-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1352448,SERVICIO MECANICO MAYOR A CAMIONETA PARA SEN 410.14,2017-02-02,2017-02-12,29180,MXN,Expirado,No,0,,,,,,,0,0,,Micro,,EZEQUIEL DAVID DOMINGUEZ LOZANO,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1087715
APF,INBAL,Instituto Nacional de Bellas Artes y Literatura,048E00995,INBAL-Subdirección de Recursos Materiales #048E00995,Gabriela Santillan Maya,1294404,"SERVICIOS PARA COLABORAR CON EL DESARROLLO DE LA PROMOCIÓN, DIVULGACIÓN,",05. Adjudicación Directa LAASSP,AA-011E00999-E218-2017,,,,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1352720,"SERVICIOS PARA COLABORAR CON EL DESARROLLO DE LA PROMOCIÓN, DIVULGACIÓN, ",2017-03-01,2017-12-31,167836.21,MXN,Expirado,No,0,,,,,,,0,0,,No MIPYME,,GABRIELA VENOSA LOPEZ,,MX,HABILITADO,UC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1087953
